"420,000", Dubai, Dubailand,Madison Residences,Studio,1,511 sqft,Furnished | Ready To Move In | Madison Residences,Apartment
"3,950,000", Dubai, Palm Jumeirah,Tanzanite,2,3,"1,677 sqft",Sea View | Study Room | Beach | Tenanted,Apartment
"6,500,000", Dubai, Dubai Hills Estate,Sidra 1,4,4,"3,237 sqft",Corner Villa | Prime Location | Easy Access,Villa
"1,150,000", Dubai, Motor City,"Shakespeare Circus 2,  Shakespeare Circus",2,2,"1,441 sqft",Corner Unit | Two Bedrooms | 1441 SQFT,Apartment
"2,900,000", Dubai, Arabian Ranches,Al Reem 2,3,4,"2,600 sqft",Type 2M | Park View | with Maids Room,Villa
"5,250,000", Dubai, Downtown Dubai,,2,3,"1,720 sqft",HUGE LAYOUT|FULL FOUNTAIN VIEW |BURJ KHALIFA,Apartment
"2,300,000", Dubai, Business Bay,The Atria Residences,2,4,"1,535 sqft",Amazing 2 + Maids | Full Burj Khalifa View,Apartment
"2,495,000", Dubai, Arabian Ranches,Al Reem 2,3,3,"2,540 sqft",Tenanted until August 2023 Vastu 3 bed plus study,Townhouse
"6,750,000", Dubai, The Lakes,Deema 3,4,4,"4,019 sqft",The Best Deema on The Market | 4 Bed,Villa
"4,325,000", Dubai, Downtown Dubai,Burj Vista 1,2,3,"1,657 sqft",Best Offer | Burj Khalifa View | Fully Upgraded,Apartment
"2,576,266", Dubai, Dubai Maritime City,,2,2,"1,390 sqft",Original Price | Rented | Sea and Skyline Views,Apartment
"400,000", Dubai, Jumeirah Village Circle (JVC),Shamal Waves,Studio,1,491 sqft,Large Studio | Fully Fitted Kitchen | Modern Unit,Apartment
"2,470,000", Dubai, Downtown Dubai,Tajer Residence,1,1,"1,098 sqft",BURJ VIEW | LARGE UNIT | HUGE TERRACE | RENTED,Apartment
"950,000", Dubai, Business Bay,,Studio,1,432 sqft,Burj Khalifa View | Balcony | High Floor,Apartment
"2,050,000", Dubai, The Hills,B1,1,1,877 sqft,EXCLUSIVE | Vida Hotel Apartment | Furnished,Hotel Apartment
"710,000", Dubai, Jumeirah Village Circle (JVC),Laya Residences,1,2,"1,223 sqft",Genuine Resale | Fully Furnished | Multiple options | CALL NOW,Apartment
"2,850,000", Dubai, The Springs,,3,4,"2,258 sqft","Plot size 4,061 sq. ft | Type 3E |",Villa
"4,100,000", Dubai, Dubai Marina,Al Mesk Tower,2,2,"1,715 sqft",Full Marina View I Rented I Best Layout I Study,Apartment
"2,300,000", Dubai, Culture Village,,2,3,"1,409 sqft",Upgraded | water views | High floor| Spacious Layout,Apartment
"3,995,000", Dubai, Jumeirah Beach Residence (JBR),Murjan 6,4,5,"2,911 sqft",4 Bedrooms Plus Maid | Vacant | High Floor,Apartment
"475,000", Dubai, Remraam,Al Ramth 41,1,1,668 sqft,Podium View | Balcony | Open Kitchen,Apartment
"1,075,000", Dubai, Jumeirah Lake Towers (JLT),Goldcrest Views 2,2,2,"1,065 sqft",Two Bedroom Apartment | Rented | Balcony,Apartment
"7,350,000", Dubai, The Meadows,,5,4,"3,687 sqft",Vastu NE Lake Views | Landscaped | 5 Bed,Villa
"2,100,000", Dubai, Jumeirah,"Le Pont Tower 3,  Le Pont,  Port De La Mer",1,1,817 sqft,1BR with Marina & Beach Views | Top Floor,Apartment
"1,950,000", Dubai, Business Bay,Executive Tower G,2,3,"1,752 sqft",GOOD INVESTMENT/ PRIME LOCATION/ BEST LAYOUT/ NEARBY METRO STATION,Apartment
"9,800,000", Dubai, Dubai Sports City,Esmeralda,5,5,"5,833 sqft",Large Plot | 5 Bed | Vacant On Transfer,Villa
"1,325,000", Dubai, Al Jaddaf,,3,3,"1,428 sqft",BRAND NEW | SPACIOUS | Sea & Creek View,Apartment
"705,177", Dubai, Jumeirah Village Triangle (JVT),Pacific Edmonton,1,2,717 sqft,Affordable 1BR Apartment | Good Investment | Exclusive,Apartment
"950,000", Dubai, Town Square,,2,2,938 sqft,Spacious Layout |Top Floor Unit |Central Park View,Apartment
"4,200,000", Dubai, The Springs,,3,2,"2,693 sqft",Exclusive | Lake View | Springs 15 | 2E,Villa
"530,000", Dubai, Jumeirah Village Circle (JVC),Plazzo Heights,Studio,1,493 sqft,Pool View  | Multiple Units Available | Ready to Move In,Apartment
"735,000", Abu Dhabi, Yas Island,,Studio,1,508 sqft,Great Price | Cute Studio | Smart Investment,Apartment
"1,950,000", Dubai, Dubai Creek Harbour,Creek Gate Tower 2,2,2,"1,115 sqft",TENANTED | BEST INVESTMENT | BURJ AND PARK VIEW,Apartment
"1,600,000", Dubai, Mohammed Bin Rashid City,Wilton Terraces 2,1,2,788 sqft,Fully Furnished | Luxurious and Modern Living,Apartment
"3,750,000", Dubai, Palm Jumeirah,,1,1,"1,056 sqft",Burj Al Arab View |Vacant |Exclusive |High Floor,Apartment
"1,500,000", Dubai, Dubai Marina,DEC Tower 1,2,3,"1,491 sqft",Fully furnished apartment | Investor's Deal,Apartment
"2,900,000", Dubai, Downtown Dubai,"Yansoon 3,  Yansoon",2,2,"1,404 sqft",Hot Deal | Burj Khalifa View | Mid-floor,Apartment
"300,000", Dubai, Dubai Sports City,Elite Sports Residence 3,Studio,1,436 sqft,Exclusive | Great ROI | Motivated Seller,Apartment
"7,250,000", Dubai, Downtown Dubai,The Address Sky View Tower 1,3,3,"2,019 sqft",Furnished | Well-maintained w/ Burj View,Apartment
"420,000", Abu Dhabi, Al Ghadeer,,Studio,1,376 sqft,A Home Between 2 Cities | G/F Unit with Gardens,Apartment
"1,200,000", Abu Dhabi, Al Reem Island,"Marina Heights II,  Marina Heights",2,3,"1,108 sqft",Move to This Sleek Unit in A Wonderful Area,Apartment
"1,250,000", Abu Dhabi, Al Raha Beach,"Al Naseem Residence C,  Al Naseem",1,2,753 sqft,Cheapest Price | Upscale View | Enticing Neighborhood,Apartment
"720,000", Dubai, Jumeirah Village Circle (JVC),ALCOVE,1,2,904 sqft,Great Investment | Tenanted | Grab The Opportunity,Apartment
"1,395,000", Dubai, Downtown Dubai,,1,2,894 sqft,High Floor / Full Burj Khalifa & Fountain View,Apartment
"700,000", Dubai, Jumeirah Village Circle (JVC),Astoria Residence,1,2,"1,023 sqft",Cash Deals | Ready to Move in | Great for Investment | CALL NOW,Apartment
"560,000", Dubai, Jumeirah Village Circle (JVC),Plazzo Heights,Studio,1,458 sqft,Best Deal | Ready to Move in | 4 Years Post Handover,Apartment
"810,000", Abu Dhabi, Yas Island,,1,1,688 sqft,Vacant | Be The Owner Now | Great Investment,Apartment
"340,000", Dubai, Jumeirah Village Circle (JVC),Hanover Square,Studio,1,404 sqft,Amazing  Fully  Furnished Studio  Apartment | Brand  New  And  Ready To Move  in,Apartment
"3,500,000", Dubai, Downtown Dubai,Bellevue Tower 1,3,5,"1,718 sqft",Luxury 3BR+Maid | Burj Khalifa View | Ready,Apartment
"1,250,000", Dubai, DAMAC Hills 2 (Akoya by DAMAC),,3,5,"2,200 sqft",3BR Plus Maids Room Available For Sale In DAMAC Hills 2 (Sanctnary Cluster),Townhouse
"1,800,000", Dubai, Dubai Creek Harbour,Harbour Views 2,2,2,"1,181 sqft",Spacious Unit | Park Facing | High Floor,Apartment
"1,250,000", Dubai, Dubai Silicon Oasis,,2,4,"1,875 sqft",Motivated Seller | Duplex Penthouse,Penthouse
"1,500,000", Dubai, Jumeirah Village Circle (JVC),Seasons Community,4,6,"1,452 sqft",Good Offer 4 Bedroom with Maid\'s Room in JVC,Villa
"750,000", Dubai, Jumeirah Village Circle (JVC),Villa Myra,1,2,890 sqft,OP | 1BHK rented 43K Villa Myra JVC,Apartment
"2,800,000", Dubai, Downtown Dubai,,2,3,"1,237 sqft",BRIGHT & LIVELY APT | HIGH FLOOR | CITY VIEW,Apartment
"12,450,000", Dubai, Downtown Dubai,,4,4,"4,642 sqft",Private Pool | Top Floor | VIEW TODAY !,Penthouse
"2,050,000", Dubai, Reem,Mira Oasis 3,3,4,"2,519 sqft",Ready Unit | Amazing Investment | Massive Home,Villa
"7,850,000", Dubai, Jumeirah Park,,5,5,"4,689 sqft",Prime Location | Single Row | Private,Villa
"6,500,000", Dubai, Dubai Sports City,Estella Village,5,4,"4,313 sqft",Backing Main Park | C1 | Quiet Location,Villa
"4,800,000", Dubai, Downtown Dubai,,2,3,"1,676 sqft",Brand New | Burj Khalifa Views | Family Home,Apartment
"4,990,000", Dubai, Dubai Marina,The Jewel Tower B,3,5,"4,306 sqft",Duplex | Upgraded | Marina Views | 3 Beds,Apartment
"2,700,000", Dubai, The Hills,Vida Residence 1,2,3,"1,440 sqft",Corner | Negotiable | Partial Golf Views,Apartment
"1,150,000", Dubai, Al Furjan,,2,3,"1,447 sqft",Modern and Large | Vacant | Chiller free,Apartment
"2,100,000", Dubai, Jumeirah Lake Towers (JLT),Al Seef Tower 3,2,4,"1,979 sqft",High Floor | 2BR Marina and Lake View,Apartment
"2,975,000", Dubai, Dubai Marina,,2,3,"1,521 sqft",Upgraded Best Layout | Stunning Marina View,Apartment
"284,999", Ajman, Ajman Downtown,,2,3,"1,813 sqft",SPACIOUS 2 BHK AVAILABLE FOR SALE IN AL KHOR TOWER,Apartment
"1,050,000", Dubai, Business Bay,,1,2,872 sqft,Panoramic Canal view | High ROI | Modern,Apartment
"4,500,000", Dubai, Palm Jumeirah,Oceana Atlantic,2,3,"1,709 sqft",Spacious and Bright 2 Bed  | Sea and Atlantis View,Apartment
"2,600,000", Dubai, The Springs,,2,2,"2,708 sqft",Stunning 2 Bedrooms I Lake View | Springs 4,Villa
"3,500,000", Dubai, Palm Jumeirah,Jash Falqa,3,3,"2,223 sqft",Beach Side | Type C | Prime Location,Apartment
"1,900,000", Dubai, Reem,Mira Oasis 3,3,4,"2,295 sqft",Quiet Street | Walk to Pool and Park | Landscaped,Villa
"2,150,000", Abu Dhabi, Al Reem Island,,3,4,"2,688 sqft",Exquisite 3BR+M | Sea And Pool View | Big Terrace,Apartment
"2,400,000", Dubai, Reem,Mira Oasis 1,3,4,"2,539 sqft",Type B | Rented Asset | Corner Unit | Best Deal,Villa
"1,900,000", Dubai, Downtown Dubai,Bellevue Tower 2,1,2,877 sqft,Fantastic Burj Khalifa View | Excellent Location,Apartment
"1,550,000", Dubai, Dubai Creek Harbour,Dubai Creek Residence Tower 1 North,1,2,879 sqft,Partial Creek View | Best layout | Vacant from Feb,Apartment
"5,000,000", Dubai, Jumeirah Park,,3,4,"3,527 sqft",Rented Asset | Huge Plot | Exclusive Listing,Villa
"1,790,000", Dubai, Downtown Dubai,Burj Views Podium,2,3,"1,320 sqft",Exclusive | VOT |  Low Floor Podium Level,Apartment
"1,999,995", Dubai, Dubai Creek Harbour,Harbour Gate Tower 2,2,2,"1,140 sqft",Vacant | Terrace | Park and Water View,Apartment
"2,500,000", Abu Dhabi, Al Reef,Arabian Style,4,5,"1,940 sqft",Move in Ready | Double Row | Full Amenities,Villa
"2,300,000", Abu Dhabi, Al Reem Island,RAK Tower,3,4,"2,153 sqft",High Floor Unit|Great Investment|Rent Refundable,Apartment
"1,180,000", Abu Dhabi, Yas Island,,2,2,"1,074 sqft",Great Price | Amazing  View| Balcony | Deluxe Layout,Apartment
"1,175,000", Dubai, The Views,Mosela Waterside Residences,1,2,808 sqft,Solid Location | Rented Asset | 1BR+Study | Mosela,Apartment
"280,000", Dubai, Dubai Production City (IMPZ),The Crescent Tower C,Studio,1,512 sqft,Fully Furnished | Rented Studio | No Parking,Apartment
"480,000", Dubai, Jumeirah Village Circle (JVC),Tower 108,Studio,1,413 sqft,Furnished Investment | Prime Location | Studio,Apartment
"1,450,000", Dubai, Downtown Dubai,29 Boulevard 1,1,2,838 sqft,Rented Asset | Great Condition | Unique Location,Apartment
"515,000", Dubai, Jumeirah Village Circle (JVC),Lucky 1 Residences,Studio,1,417 sqft,Brand New | Best Investment | Semi Furnished,Apartment
"500,000", Dubai, Jumeirah Village Circle (JVC),"Maple 1,  Emirates Gardens 2",1,2,970 sqft,Hot Deal | Great Investment | Quality Upgrade,Apartment
"65,000,000", Dubai, Palm Jumeirah,Signature Villas Frond F,5,8,"14,723 sqft",Custom Built | Brand New | Marina Skyline View,Villa
"2,000,000", Dubai, Dubai Hills Estate,,2,1,746 sqft,Luxurious|Lush parks|Landscapes of golf course,Apartment
"675,000", Dubai, Remraam,Al Ramth 01,2,2,"1,005 sqft",Near Geant I Well Maintained I Must View,Apartment
"5,100,000", Dubai, The Meadows,,3,4,"3,345 sqft",EXCLUSIVE TYPE 3 | BACK TO BACK | CLOSE TO LAKE,Villa
"1,850,000", Abu Dhabi, Yas Island,,3,4,"1,405 sqft",Well-Maintained Unit|Community View|Time To Invest,Apartment
"950,000", Abu Dhabi, Al Reef,Tower 20,3,4,"1,433 sqft",Hot Deal | Rent Refund | Perfect Investment,Apartment
"1,950,000", Dubai, Jumeirah Beach Residence (JBR),Bahar 1,2,3,"1,375 sqft",Exclusive! Sea View | High Floor | Unfurnished 2 Bedrooms,Apartment
"1,650,000", Dubai, The Views,Travo Tower B,2,3,"1,303 sqft",Facing pool | Great investment | Near school,Apartment
"350,000", Dubai, International City,,Studio,1,405 sqft,Semi Furnished | Modern Layout | Spacious Studio,Apartment
"990,000", Dubai, Al Sufouh,J8,1,2,910 sqft,Biggest Layout | Exclusive | Rented,Apartment
"1,900,000", Dubai, Reem,Mira Oasis 1,3,4,"2,096 sqft",Hot deal | Type C | 3 bed+study area |vacant soon,Villa
"750,000", Dubai, Jumeirah Village Circle (JVC),Aria Residence,1,2,718 sqft,Fully Furnished|Rented| Investor Deal| low floor,Apartment
"11,500,000", Dubai, Bluewaters Island,Apartment Building 6,3,4,"2,101 sqft",Panoramic View | Good Investment | Prime Location,Apartment
"3,500,000", Dubai, The Springs,,3,3,"2,246 sqft",Vacant | 3 Bedrooms with Full Lake View,Villa
"2,000,000", Dubai, Jumeirah Village Circle (JVC),Goldenwoods Villas,4,6,"3,900 sqft",LUXURIOUS 4 BHK |  REFRESHING | PEACEFUL,Townhouse
"1,999,999", Dubai, Downtown Dubai,Standpoint Tower 1,1,1,467 sqft,Spacious | Fully Furnished | Boulevard View,Apartment
"1,100,000", Dubai, DAMAC Hills 2 (Akoya by DAMAC),,3,3,"1,208 sqft",Resale | Single Row Townhouse | Brand New,Townhouse
"1,250,000", Dubai, Jumeirah Village Circle (JVC),Belgravia 3,1,1,833 sqft,Exclusive | Investor Deal | Great Price,Apartment
"19,950,000", Dubai, Al Barari,Silk Leaf 5,7,8,"14,918 sqft",Upgraded | Extended | Vacant on Transfer,Villa
"1,600,000", Dubai, Dubai Marina,,3,4,"1,509 sqft",Partial Sea View | On High Floor | Maids Room,Apartment
"2,500,000", Dubai, Mudon,Arabella 1,3,4,"2,018 sqft",Single Row | Mid | Multiple Options Available,Townhouse
"279,999", Dubai, Dubai Silicon Oasis,Palace Tower 2,Studio,1,481 sqft,Grab the Offer I High Demand I With Balcony,Apartment
"650,000", Dubai, Jumeirah Village Circle (JVC),Sandoval Garden,1,2,798 sqft,VACANT |Pool View | Balcony |Basement Storage,Apartment
"1,100,000", Abu Dhabi, Al Reef,Arabian Style,2,3,"1,204 sqft",Best Price | Single Row 2BR | Close to Amenities,Villa
"3,300,000", Dubai, Palm Jumeirah,,2,2,"1,524 sqft",Perfect 2BR Investment in Palm Jumeirah | Sea View,Apartment
"4,200,000", Dubai, Green Community,Bungalows Area,4,5,"9,557 sqft",Exclusive Bungalow | Fully Upgraded | Private Pool,Villa
"15,000,000", Dubai, Downtown Dubai,,4,4,"2,840 sqft",Fully Furnished | Stunning Burj and Fountain Views,Apartment
"1,800,000", Dubai, Jumeirah Lake Towers (JLT),Madina Tower,2,4,"2,045 sqft",Open View l Huge layout l +Maid | Must See,Apartment
"2,250,000", Dubai, Downtown Dubai,,1,2,731 sqft,Vacant on Transfer | Mid Floor | Luxury Investment,Apartment
"45,000,000", Dubai, Emirates Hills,,7,7,"12,000 sqft",Stunning 7 Bed / Lake views / Modern Outlook,Villa
"2,800,000", Dubai, Dubai Festival City,,3,5,"2,654 sqft",Well Maintained | Large Terrace | Vacant January,Apartment
"1,700,000", Abu Dhabi, Al Reem Island,"The Gate Tower 2,  The Gate Tower,  Shams Gate District",3,3,"1,663 sqft",Iconic Tower | High Floor | Perfect Investment,Apartment
"3,525,000", Dubai, Green Community,Townhouses Area,3,3,"4,374 sqft",Exclusive | Modern Community | Townhouse,Townhouse
"600,000", Abu Dhabi, Al Ghadeer,,1,1,662 sqft,Corner Unit | Double Row | Start Investing,Apartment
"1,600,000", Abu Dhabi, Al Reef,Arabian Style,3,4,"1,873 sqft",Double Row | Stunning Arabian Villa,Villa
"1,275,000", Dubai, Dubai Marina,,1,2,768 sqft,Vacant | Amazing Sea Views | Spacious Layout,Apartment
"560,000", Dubai, Jumeirah Village Circle (JVC),Plazzo Heights,Studio,1,464 sqft,Investors Deal | Brand New  | 4 Years  Post-Handover Plan,Apartment
"505,000", Dubai, Dubai Silicon Oasis,Le Presidium 2,1,2,723 sqft,Lavish  IVilla View  I Near To LULU I Special Discounted Price,Apartment
"2,850,000", Dubai, Downtown Dubai,"Miska 3,  Miska",2,3,"1,396 sqft",Exclusive | Fully Upgraded | 2 Bed Plus Study,Apartment
"1,200,000", Dubai, DAMAC Hills 2 (Akoya by DAMAC),,3,3,"1,207 sqft",Resale | 3 Bedroom Townhouse | Tenanted,Townhouse
"3,500,000", Dubai, Palm Jumeirah,Al Dabas,3,3,"2,212 sqft",Notice Served | Direct Beach Access | C Type,Apartment
"1,400,000", Dubai, Dubai Marina,Al Majara 1,1,2,841 sqft,1 Bed | Upgraded | Bright | Large Balcony,Apartment
"2,600,000", Dubai, Palm Jumeirah,Anantara Residences - South,1,2,"1,158 sqft",Lagoon View | Vacant Apt | Fresh Listing,Apartment
"1,700,000", Dubai, International City,,3,4,"1,681 sqft",Corner Villa | Affordable and Impressive,Villa
"5,900,000", Dubai, Jumeirah Beach Residence (JBR),Sadaf 4,4,5,"2,921 sqft",Fully Upgraded | 4 BR w/Maid's | Ready for Move In,Penthouse
"6,350,000", Dubai, Dubai Hills Estate,Sidra 1,4,3,"3,523 sqft",High ROI | Rented | Amazing Plot and Location,Villa
"5,400,000", Dubai, Downtown Dubai,Burj Vista 1,3,4,"1,939 sqft",Prime Location and Furnished | Burj View,Apartment
"14,500,000", Dubai, Downtown Dubai,,4,4,"2,840 sqft",Sky Collection - 4 bed - Exclusive with HMS homes,Apartment
"750,000", Dubai, Jumeirah Village Circle (JVC),Fortunato,1,2,933 sqft,Spacious Unit | Well Maintained | Ready to Move-in,Apartment
"8,000,000", Dubai, Jumeirah Park,Legacy Large,5,6,"8,158 sqft",Top Property|Luxurious Villa|Prime location| VOT,Villa
"750,000", Dubai, Dubai Marina,Dream Tower 1,1,2,678 sqft,Investors Deal | High ROI | Tenanted | Furnished,Apartment
"3,590,000", Dubai, Jumeirah Village Triangle (JVT),Mediterranean Villas,3,5,"3,110 sqft",PARK FACING! / Extended to 3BR / Vacant,Villa
"2,350,000", Dubai, Reem,Mira Oasis 2,3,3,"4,929 sqft",Huge Corner Plot | Opposite Park and Pool,Townhouse
"3,652,840", Dubai, Downtown Dubai,,2,3,"1,826 sqft",High Floor | Spacious | 5yrs Payment Plan,Apartment
"2,750,000", Dubai, Palm Jumeirah,Marina Residences 3,2,3,"1,745 sqft",High Floor 2BR+M | Facing Atlantis | Type C,Apartment
"5,300,000", Dubai, Downtown Dubai,The Address Fountain Views 1,2,3,"1,334 sqft",Burj Khalifa Views | High Floor | Vacant,Apartment
"1,350,000", Dubai, Jumeirah Beach Residence (JBR),Murjan 2,Studio,1,713 sqft,Exclusive | Upgraded | Community View,Apartment
"1,100,000", Abu Dhabi, Al Reef,Arabian Style,2,3,"1,204 sqft",Single Row | HOT DEAL |  Vacant,Villa
"2,200,000", Dubai, Al Wasl,Building 10,1,2,"1,027 sqft",Pool -Courtyard Views I Best building in City Walk,Apartment
"20,000,000", Dubai, Al Barari,Jasmine Leaf 3,6,8,"14,918 sqft",Corner Plot | Private Pool | Great Location,Villa
"1,950,000", Dubai, Dubai Hills Estate,Park Ridge Tower C,2,3,"1,363 sqft",1363 sq. t 2 BHK| VACANT| POOL VIEW| DUBAI HILLS| PARK RIDGE,Apartment
"530,000", Abu Dhabi, Al Ghadeer,,1,1,663 sqft,This Is the Place Where You Want To Be In,Apartment
"7,950,000", Dubai, Downtown Dubai,The Address Fountain Views 1,3,4,"1,986 sqft",High Floor | Burj Khalifa View | Good Investment,Apartment
"2,350,000", Abu Dhabi, Saadiyat Island,"Saadiyat Beach Residences Block 6,  Saadiyat Beach Residences",2,3,"1,799 sqft",Live The Luxurious Life Of Your Dreams In Here,Apartment
"340,000", Dubai, Jumeirah Village Circle (JVC),Hanover Square,Studio,1,439 sqft,Furnished | Multiple Options Available | Studio | 1BR | 2BR | Bulk sale also available,Apartment
"950,000", Dubai, DAMAC Hills 2 (Akoya by DAMAC),,3,3,"1,731 sqft",Corner Unit | Spectacular Villa | R2EE layout | Great Investment !!,Villa
"2,800,000", Dubai, Palm Jumeirah,Al Khushkar,2,3,"1,997 sqft",Upgraded | Tenanted | F Type | Park Facing,Apartment
"6,450,000", Dubai, Downtown Dubai,The Residence 1,3,5,"2,082 sqft",3 Bedrooms | Burj Khalifa Views | Vacant,Apartment
"1,599,000", Dubai, Downtown Dubai,,1,2,"1,008 sqft",Spacious 1BR | Large Balcony | Rented | RP Heights Downtown,Apartment
"1,750,000", Dubai, Downtown Dubai,Boulevard Central 2,1,2,980 sqft,Burj Khalifa View | Rare Layout | Study Room,Apartment
"2,250,000", Dubai, The Springs,,2,3,"1,690 sqft",Exclusive | 2 Bedrooms | Stunning Upgrades,Villa
"2,525,000", Dubai, Dubai Marina,Delphine,2,3,"1,366 sqft",Upgraded 2BR | Immaculate | Vacant now!,Apartment
"700,000", Dubai, Green Community,Southwest Apartments,1,1,"1,043 sqft",Corner Unit | 1 Bedroom | Naturally Light,Apartment
"6,500,000", Dubai, Arabian Ranches,,5,6,"4,389 sqft",Single Row | 5 Bedroom | Great Location,Villa
"3,700,000", Dubai, Palm Jumeirah,Marina Residences 2,3,4,"2,751 sqft",Low floor | Generic photos | Rented,Apartment
"949,999", Dubai, Jumeirah Village Circle (JVC),Zaya Hameni,1,2,950 sqft,BEST Luxury 1BR W/Balcony | Zaya Hameni,Apartment
"4,350,000", Dubai, Downtown Dubai,BLVD Crescent Tower 1,3,4,"2,232 sqft",Corner Layout | Best Price | Vacant August,Apartment
"1,300,000", Dubai, Business Bay,,2,3,"1,055 sqft",Distress Deal For Investors-Vacant On Transfer- Open Kitchen,Apartment
"3,500,000", Abu Dhabi, Al Raha Beach,,3,4,"2,717 sqft",3BR+M | Seaside Living | Great Facilities | Rented,Apartment
"4,000,000", Dubai, Palm Jumeirah,Tanzanite,2,3,"1,677 sqft",Beautiful 2-BR / Sea View / Beach Access,Apartment
"90,000,000", Dubai, Jumeirah,Bulgari Residences,4,5,"13,454 sqft",Exclusive | Furnished | Private Pool & Garage,Villa
"4,200,000", Dubai, Meydan City,The Polo Townhouses,4,4,"2,733 sqft",UPGRADED |  4 BR MIDDLE UNIT | LANDSCAPED GARDEN,Townhouse
"3,500,000", Dubai, Meydan City,The Polo Townhouses,3,4,"2,733 sqft",LANDSCAPED | MIDDLE UNIT | PRICED TO SELL,Townhouse
"5,500,000", Dubai, Dubai Sports City,Oliva,4,5,"3,201 sqft",Vacant March '23 | C3 Type | Stunning Golf Views,Villa
